text,label
Estoy saturado de trabajo y obligaciones.,ESTRÉS
No veo una salida a todo este estrés.,ESTRÉS
Tengo demasiadas cosas que hacer.,ESTRÉS
Es demasiada presión para mí.,ESTRÉS
No logro relajarme ni un momento.,ESTRÉS
No logro relajarme ni un momento.,ESTRÉS
No veo una salida a todo este estrés.,ESTRÉS
Es demasiada presión para mí.,ESTRÉS
No veo una salida a todo este estrés.,ESTRÉS
Siento que el trabajo me está aplastando.,ESTRÉS
Me siento agotado de tanto esfuerzo.,ESTRÉS
Es demasiada presión para mí.,ESTRÉS
Estoy estresado por mis responsabilidades.,ESTRÉS
Siento que el trabajo me está aplastando.,ESTRÉS
Me siento atrapado en mis obligaciones.,ESTRÉS
Es demasiada presión para mí.,ESTRÉS
El trabajo me tiene muy agobiado.,ESTRÉS
Estoy estresado por mis responsabilidades.,ESTRÉS
Siento que no tengo tiempo para nada.,ESTRÉS
No sé cómo manejar tanta presión.,ESTRÉS
El trabajo me tiene muy agobiado.,ESTRÉS
No tengo tiempo para descansar.,ESTRÉS
Me siento agotado de tanto esfuerzo.,ESTRÉS
El trabajo me tiene muy agobiado.,ESTRÉS
Estoy estresado por mis responsabilidades.,ESTRÉS
Cada día es una lucha constante.,ESTRÉS
Es demasiada presión para mí.,ESTRÉS
Siento que estoy perdiendo el control.,ESTRÉS
No sé si podré cumplir con los plazos.,ESTRÉS
Todo me parece demasiado para manejar.,ESTRÉS
Cada tarea me causa más estrés.,ESTRÉS
Cada día es una lucha constante.,ESTRÉS
Estoy constantemente estresado por el trabajo.,ESTRÉS
Me siento al borde de mis fuerzas.,ESTRÉS
Estoy bajo mucho estrés últimamente.,ESTRÉS
Todo me parece demasiado para manejar.,ESTRÉS
No sé cómo manejar tanta presión.,ESTRÉS
Estoy estresado por mis responsabilidades.,ESTRÉS
Me siento agotado de tanto esfuerzo.,ESTRÉS
Estoy al límite con tantas responsabilidades.,ESTRÉS
Estoy al límite con tantas responsabilidades.,ESTRÉS
Me siento agotado de tanto esfuerzo.,ESTRÉS
Me siento atrapado en mis obligaciones.,ESTRÉS
Todo me parece demasiado para manejar.,ESTRÉS
Siento que el trabajo me está aplastando.,ESTRÉS
Siento que nunca termino mis pendientes.,ESTRÉS
No sé cómo manejar tanta presión.,ESTRÉS
Me siento agotado de tanto esfuerzo.,ESTRÉS
No sé cómo manejar tanta presión.,ESTRÉS
No logro relajarme ni un momento.,ESTRÉS
Todo me parece demasiado para manejar.,ESTRÉS
Todo me parece demasiado para manejar.,ESTRÉS
Me siento atrapado en mis obligaciones.,ESTRÉS
No sé si podré cumplir con los plazos.,ESTRÉS
No veo una salida a todo este estrés.,ESTRÉS
Estoy constantemente estresado por el trabajo.,ESTRÉS
Estoy al límite con tantas responsabilidades.,ESTRÉS
Siento que nunca termino mis pendientes.,ESTRÉS
Estoy al límite con tantas responsabilidades.,ESTRÉS
El trabajo me tiene muy agobiado.,ESTRÉS
No tengo tiempo para descansar.,ESTRÉS
Siento que no tengo tiempo para nada.,ESTRÉS
Siento que no tengo tiempo para nada.,ESTRÉS
Estoy bajo mucho estrés últimamente.,ESTRÉS
Siento que estoy perdiendo el control.,ESTRÉS
El trabajo me tiene muy agobiado.,ESTRÉS
Siento que no tengo tiempo para nada.,ESTRÉS
No sé si podré cumplir con los plazos.,ESTRÉS
Estoy al límite con tantas responsabilidades.,ESTRÉS
Estoy constantemente estresado por el trabajo.,ESTRÉS
Siento que no tengo tiempo para nada.,ESTRÉS
Me siento atrapado en mis obligaciones.,ESTRÉS
Estoy constantemente estresado por el trabajo.,ESTRÉS
Estoy constantemente estresado por el trabajo.,ESTRÉS
No sé cómo manejar tanta presión.,ESTRÉS
Estoy al límite con tantas responsabilidades.,ESTRÉS
Siento que nunca termino mis pendientes.,ESTRÉS
No sé si podré cumplir con los plazos.,ESTRÉS
Siento que no tengo tiempo para nada.,ESTRÉS
Estoy saturado de trabajo y obligaciones.,ESTRÉS
No sé si podré seguir soportando esto.,ESTRÉS
Estoy saturado de trabajo y obligaciones.,ESTRÉS
Cada día es una lucha constante.,ESTRÉS
Tengo demasiadas cosas que hacer.,ESTRÉS
Siento que no tengo tiempo para nada.,ESTRÉS
Me siento agotado de tanto esfuerzo.,ESTRÉS
Estoy estresado por mis responsabilidades.,ESTRÉS
No tengo tiempo para descansar.,ESTRÉS
Tengo demasiadas cosas que hacer.,ESTRÉS
Tengo demasiadas cosas que hacer.,ESTRÉS
Estoy constantemente estresado por el trabajo.,ESTRÉS
No sé si podré seguir soportando esto.,ESTRÉS
No veo una salida a todo este estrés.,ESTRÉS
Estoy saturado de trabajo y obligaciones.,ESTRÉS
Estoy bajo mucho estrés últimamente.,ESTRÉS
Estoy estresado por mis responsabilidades.,ESTRÉS
Siento que el trabajo me está aplastando.,ESTRÉS
No sé si podré cumplir con los plazos.,ESTRÉS
No puedo seguir así es demasiado.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Por favor necesito que alguien actúe de inmediato.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Estoy en una emergencia y no sé qué hacer.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Esto es una emergencia necesito apoyo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
No puedo respirar necesito ayuda ahora.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Estoy al borde de colapsar.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Es una situación extrema no puedo solo.,EMERGENCIA
Es un momento crítico y necesito ayuda.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
No puedo manejar esto necesito ayuda ahora.,EMERGENCIA
Necesito ayuda urgente por favor.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Siento que mi vida corre peligro.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No puedo esperar más es una crisis.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Es una emergencia y no hay tiempo.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
Necesito que alguien venga ya mismo.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
Estoy en peligro por favor reaccionen.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
Es una emergencia médica por favor actúen.,EMERGENCIA
No puedo seguir así es demasiado.,EMERGENCIA
Es una situación de vida o muerte.,EMERGENCIA
Estoy en una situación de alto riesgo.,EMERGENCIA
No sé cómo manejar esta situación crítica.,EMERGENCIA
Por favor alguien ayúdeme de inmediato.,EMERGENCIA
Me siento en peligro y necesito ayuda.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
No hay tiempo que perder ayúdenme.,EMERGENCIA
Por favor es urgente y crítico.,EMERGENCIA
Estoy en una situación límite necesito apoyo.,EMERGENCIA
No puedo continuar sin asistencia.,EMERGENCIA
